CODE,ADRS,LONG,TAG,TYPE,RT,UUID,START,PARAM 1,PARAM 2,PARAM 3,PARAM 4,PARAM 5,PARAM 6,PARAM 7,PARAM 8,PARAM 9,PARAM 10
1,2ABA,1,ERRORLOG_N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2ABB,1,ERRORLOG_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2ABC,6,DATATIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2AC2,1,BATSTAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2AC3,1,VIN_RESULT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2AC4,8,SN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2ACC,2,FW_VER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2ACE,1,newVinRegisterState,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2AD0,4,tracklogCurrentAdrs,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2AD4,1,resetVarExBleCh01,,,,,,,,,,,,,,
1,2AD5,1,resetVarExBleCh02,,,,,,,,,,,,,,
1,2AD6,1,statlog_N,,,,,,,,,,,,,,
1,2AD7,1,statlog_0,,,,,,,,,,,,,,
1,2AD8,4,statlogCurrentAdrs,,,,,,,,,,,,,,
1,2000,2,REGPROC_W,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2002,64,DATATEMP_W,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2042,509,SMCERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2240,32,SMCHALLENGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2260,4,SMSIGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2264,1,TO136_ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2265,1,trackLogSampleTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2266,1,trackLogVarComf,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2267,1,TRACKLOG_00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2268,1,registerNewVIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2269,1,statlog_00,,,,,,,,,,,,,,
1,800,8,sSERIAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,808,15,sINSTNUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,818,2,sFW_VER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,81A,16,autenticate01,,,,,,,,,,,,,,
1,82A,4,autenticate02,,,,,,,,,,,,,,
1,900,2,sRESULT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A00,2,FIRST_TIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A02,2,firstInitDflash,,,,,,,,,,,,,,
1,B00,6,sPIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,226A,6,blePinResult,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10800,1000,TRACKLOG_PTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20800,1000,ERRORLOG_PTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30800,1000,statlog_PTR,,,,,,,,,,,,,,
1,50800,6,DATA2SAVE_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50900,4,REG_TEMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50A00,17,sVIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,60800,1022,authorizedCars,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2ADC,1,fotaResult,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3E32,1,fotaState,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2270,1,cmmdFota,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2ADE,2,fotaImgA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2AE0,2,fotaImgB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,2,fotaFW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2272,2,fotaNewFW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2274,1,phoneControl,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2AEF,1,phoneState,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2276,1,NotifEnable,0,0,0,0,0,0,0,0,0,0,0,0,0
1,344C,1,createstatuslog,0,0,0,0,0,0,0,0,0,0,0,0,0
